Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count,Is Open Access,Open Access License,Open Access Colour
036-066-163-405-837,Crafting Sustainability: Handcraft in Contemporary Art and Cultural Sustainability in the Finnish Lapland,2018-06-07,2018,journal article,Sustainability,20711050,MDPI AG,Switzerland,Elina Maria Härkönen; Maria Huhmarniemi; Timo Jokela,"Crafting sustainability is discussed here with respect to the dimensions of handcraft traditions in contemporary art for promoting cultural sustainability in the Scandinavian North. Aspects of decolonization, cultural revitalisation, and intergenerational dialogue form an integral part of the negotiations around the need for cultural survival and renewal for a more sustainable future. These dimensions should also be considered in the development of the current education of art teachers. Learning traditional skills and applying them in contemporary art constitute an influential method when striving for cultural sustainability. This study examines three handcraft-based contemporary art cases through art-based action research conducted in the Finnish and the Swedish Lapland. The results show that handcraft-based contemporary art practices with place-specific intergenerational and intercultural approaches create an open space for dialogue where the values and the perceptions on cultural heritage can be negotiated.",10,6,1907,,Aesthetics; Decolonization; Sociology; Informal education; Negotiation; Cultural sustainability; Action research; Cultural heritage; Sustainability; Contemporary art,sustainable culture; cultural sustainability; art education for sustainability; informal education,,,,https://www.mdpi.com/2071-1050/10/6/1907 https://lacris.ulapland.fi/en/publications/crafting-sustainability(5614309b-f95f-4f3b-b792-8face4785c2a).html https://www.mdpi.com/2071-1050/10/6/1907/pdf https://pubag.nal.usda.gov/catalog/6522962 https://ideas.repec.org/a/gam/jsusta/v10y2018i6p1907-d151210.html https://core.ac.uk/download/pdf/302225321.pdf,http://dx.doi.org/10.3390/su10061907,,10.3390/su10061907,2806255250,,0,000-296-069-040-568; 002-738-267-612-094; 010-890-069-818-960; 014-631-542-503-788; 016-065-497-976-955; 050-621-216-628-24X; 072-607-116-322-662; 097-751-990-040-964; 135-197-459-210-835; 138-087-264-567-086; 147-362-587-346-894; 169-897-341-999-835,32,true,cc-by,gold
036-589-399-548-511,KIasman Omissa maailmoissa -näyttelyn kuraattoriryhmässä,,2005,,,,,,Helena Sederholm; Liisa Heikkila-Palo; Tuula Karjalainen; Marja Sakari,,,,,,,,,,,https://research.aalto.fi/en/publications/publication(3aad20f1-8d0b-41f7-8d20-83898291e2aa).html,https://research.aalto.fi/en/publications/publication(3aad20f1-8d0b-41f7-8d20-83898291e2aa).html,,,2616199464,,0,,0,false,,
036-616-349-369-006,Major trends in the development of modern fiber art in China,,2024,journal article,Культура и искусство,24540625,"Aurora Group, s.r.o",,Chao Zhang,"<jats:p>;  With the strengthening of cultural exchanges with the international community, China's contemporary fiber art has been developing rapidly. This reveals certain problems that need to be investigated and solved. The subject of the article is the development process of Chinese contemporary fiber art, to clarify the role that China's International Fiber Art Biennale ""From Lausanne to Beijing"" has played in the development of Chinese contemporary fiber art. The purpose of this article is as follows: to determine the role of innovative technology in the development of the art field; to trace the influence of how the development of forms and materials of Chinese contemporary fiber art affects the artists' forms of creativity; to make a comparison between the current situations of fiber art in China and foreign countries in order to identify the immediate development prospect in this field. To achieve this goal, the scientific methods of historical analysis, comparative analysis, case studies and content analysis were used to explore the development of contemporary fiber art in China and its future trends.  This study provides an in-depth analysis of the impact of the International Fiber Art Biennale from Lausanne to Beijing on the development of contemporary fiber art in China, exploring the role of innovative technology in the art field and how the development of contemporary fiber art forms and materials has influenced artists' creative forms. Вy comparing the current situation of fiber art in China and abroad, this study reveals the development prospects of fiber art in China.  The analysis of this area suggests that with the deepening of artistic exchanges at home and abroad, the market and collection of Chinese fiber art will gradually take shape, providing more opportunities for artists to display and develop, and promoting Chinese fiber art to the world stage.; 	</jats:p>",,3,142,152,China; Fiber; History; Materials science; Archaeology; Composite material,,,,,,http://dx.doi.org/10.7256/2454-0625.2024.3.69971,,10.7256/2454-0625.2024.3.69971,,,0,,0,true,cc-by-nc,gold
037-124-195-599-997,Contemporary woodland art,1982-03-01,1982,journal article,Wisconsin academy review,05121175,,,Dennis Lyon; Barry B. Powell,,28,2,,,Archaeology; Woodland; Geography,,,,,,,,,2943191953,,0,,0,false,,
037-430-805-330-57X,The Greatest Show on Earth: A Look at Contemporary Fashion Shows and Their Relationship to Performance Art,,2001,journal article,Fashion Theory,1362704x; 17517419,Informa UK Limited,United Kingdom,Ginger Gregg Duggan,"(2001). The Greatest Show on Earth: A Look at Contemporary Fashion Shows and Their Relationship to Performance Art. Fashion Theory: Vol. 5, No. 3, pp. 243-270.",5,3,243,270,Art; Visual arts; Earth (chemistry); Performance art,,,,,https://www.tandfonline.com/doi/abs/10.2752/136270401778960883,http://dx.doi.org/10.2752/136270401778960883,,10.2752/136270401778960883,2219489852,,0,009-185-150-438-747; 030-795-955-151-232; 032-103-587-631-98X; 034-138-661-716-598; 040-170-325-189-407; 045-555-927-188-240; 070-046-319-079-404; 078-013-032-773-992; 086-610-228-511-535; 105-523-863-319-309; 132-484-406-953-937,39,false,,
037-575-148-307-536,Deleuze and Contemporary Art: Introduction: Deleuze and Guattari and Contemporary Art,,2010,,,,,,Stephen Zepke; Simon D. O'Sullivan,,,,,,Art; Deleuze and Guattari; Art history; Contemporary art,,,,,,,,,2223226004,,0,,0,false,,
037-581-982-628-033,"Asserting the Vernacular: Contested Musealities and Contemporary Art in Lima, Peru",2020-02-07,2020,journal article,Arts,20760752,MDPI AG,,Gabriela Germana; Amy Bowman-McElhone,"This essay examines three museums of contemporary art in Lima, Peru: MAC (Museum of Contemporary Art), MALI (Lima Art Museum), and MASM (San Marcos Art Museum). As framed through curatorial studies and cultural politics, we argue that the curatorial practices of these institutions are embedded with tensions linked to the negotiation of regional, national, and international identities, coloniality, and alternate modernities between Western paradigms of contemporary art and contemporary vernacular art in Peru. Peruvian national institutions have not engaged in the collection of contemporary art, leaving these practices to private entities such as the MAC, MALI, and MASM. However, these three institutions have not, until recently, actively collected contemporary vernacular Peruvian art and its by-products, thus inscribing this work as “non-Western” through curatorial practices and creating competing conceptions of the contemporary. The curatorial practices of the MAC, MALI, and MASM reflect the complex and contested musealities and conceptions of the contemporary that co-exist in Lima. This essay will address this environment and the emergence of alternative forms of museality, curatorial practices, and indigenous artist’s strategies that continually construct and disrupt different modernities and create spaces for questioning constructs of contemporary art and Peruvian cultural identities.",9,1,17,,Aesthetics; Sociology; Construct (philosophy); Negotiation; Vernacular; Decoloniality; Cultural politics; Indigenous; Cultural identity; Contemporary art,Peruvian art; contemporary art; indigenous art; museums; curatorial practices; alternative musealities; decoloniality; Lima; Andes; Amazonia,,,,https://www.mdpi.com/2076-0752/9/1/17/htm,http://dx.doi.org/10.3390/arts9010017,,10.3390/arts9010017,3004861195,,0,004-235-023-377-874; 036-899-008-350-211; 042-066-616-605-434; 048-673-368-812-17X; 058-173-526-826-297; 061-387-683-462-708; 062-423-064-320-374; 064-556-090-339-767; 067-545-051-579-472; 071-414-479-326-032; 073-881-122-945-215; 103-186-133-874-100; 103-337-183-794-323; 123-629-018-790-003; 135-101-560-188-67X; 163-830-030-083-278; 175-335-258-090-252,1,true,cc-by,gold
037-800-651-002-324,Reworlding Art History,2015-01-23,2015,book,,,,,Michelle Antoinette,"Reworlding Art History highlights the significance of contemporary Southeast Asian art and artists, and their place in the globalized art world and the internationalizing field of ‘contemporary art’. In the light of the region’s modern art history, the book surveys this relatively under-examined area of contemporary art which first found broad international recognition in the 1990s. Richly illustrated and incorporating cross-cultural and interdisciplinary methods, Reworlding Art History is a foundational reference work for those interested in Southeast Asia’s contemporary art, including scholars of art history, Asian studies, curatorship, museology, visual culture, and anthropology, as well as professionals working in art and museum contexts.",,,,,Visual culture; Modern art; History of art; Asian studies; Art world; Southeast asian; Art history; Anthropology of art; Contemporary art; History,,,,,https://brill.com/view/title/31561?language=en https://booksandjournals.brillonline.com/content/books/9789401211963 https://www.amazon.com/Reworlding-Art-History-Cross-Cultures/dp/9042039140 https://brill.com/content/books/9789401211963 https://digitalcollections.anu.edu.au/handle/1885/35218 https://brill.com/products/book/reworlding-art-history https://research.monash.edu/en/publications/reworlding-art-history-encounters-with-contemporary-southeast-asi https://openresearch-repository.anu.edu.au/handle/1885/35218,https://brill.com/view/title/31561?language=en,,,2216259686,,0,,4,false,,
037-856-390-182-47X,Comic Liberation: The Feminist Face of Humor in Contemporary,,2008,journal article,Art Education,00043125; 23255161,Informa UK Limited,,Sheri R. Klein,"(2008). Comic Liberation: The Feminist Face of Humor in Contemporary. Art Education: Vol. 61, Contemporary Art, pp. 47-52.",61,2,47,52,Aesthetics; Art; Face (sociological concept); Visual arts education; Comics; Contemporary art,,,,,https://www.tandfonline.com/doi/abs/10.1080/00043125.2008.11651142,http://dx.doi.org/10.1080/00043125.2008.11651142,,10.1080/00043125.2008.11651142,2804363330,,0,020-805-362-697-428; 143-308-498-929-470,7,false,,
037-932-990-793-719,COSMuseum project: memories & souvenirs from Planet Earth,,2016,,,,,,Ioannis Michaloudis; Katerina Koskina; Ian William Hance; Christine Target-Buckley,,15,,9956,9968,Visual arts; Geography; Earth (chemistry); Planet,,,,,https://espace.cdu.edu.au/view/cdu:59808 https://researchers.cdu.edu.au/en/publications/cosmuseum-project-memories-amp-souvenirs-from-planet-earth,https://espace.cdu.edu.au/view/cdu:59808,,,2594433749,,0,,0,false,,
038-116-949-708-392,Gender and landscape in contemporary art,2018-11-01,2018,book,,,,,Judith Rugg,"This book examines relationships between contemporary women artists' work and concepts and explorations of 'landscape'. It will investigate how understandings of landscape art have been transformed by the diversities of the practices of contemporary art made by women. It will probe attempts to conceptualise and theorise 'landscape' as a key categorisation in contemporary art (eg: Elkins 2008) and ask how concepts of landscape have been developed and challenged by a range of 20th and 21st century women artists. ; Drawing on feminist spatial theory (eg: Rose, 2010; Massey, 2005; Freuh, 1999), the book will consider how feminist theory can be applied to contemporary art outside the constituencies of the body as a trope for explorations of difference and as a visual and theoretical environment in which to examine ‘landscape’ as an increasingly relevant concern. In a precarious world where issues of climate change, urbanization and displacement are internationally relevant (and visible), the research asks what role contemporary art plays in addressing understandings of and debate on the significance of 'landscape'; and how contemporary art by women artists is not only potentially relevant to a range of disciplines but can contribute insights and provoke debate on issues of globalization, place, identity and belonging.",,,,,Aesthetics; Sociology; Feminist theory; Work (electrical); Globalization; Identity (social science); Trope (literature); Spatial theory; Urbanization; Contemporary art,,,,,http://research.uca.ac.uk/3511/,http://research.uca.ac.uk/3511/,,,2798297903,,0,,0,false,,
